MAXON BAR CHAIR GREY PP,157165A  |  3560238338490,"€22.06
HT",In stock,https://images.easyrea.com/images/produits/157165A/157165A.jpg,"{'Circle of life': 'PERMANENT', 'Color': 'Gris', 'Assortment number': '0', 'Assortment details': 'GRIS', 'Product dimensions': 'L. 39,5 x P. 43 x H. 91,5 cm', 'Packing dimensions': ""Hauteur d'assise : H. 71,5 cm Repose-pieds : H. 30 cm"", 'Product Weight': '4.330 Kg', 'Material': 'BEECH/PP', 'Assembly': 'A monter soi-même', 'Packaging': 'HANGTAG LIVRET/STICKER IMPRIME T3 /MASTER BOITE KRAFT', 'Implantation': 'AU_SOL', 'Customs code': '9401800000', 'ECO MOB': '1.20 TTC', 'Gencod': '3560238338490'}","{'Plateform': 'Amiens', 'Packing (box/pack/pallet)': '4 / 1 / 48', 'Packing dimensions': '66.50 x 46.00 x 40.50 cm', 'Packing details dimensions': 'L.66.50 x l.46.00 x H.40.50 cm', 'Packing weight': '20.00 kg', 'Volume': '0.1239 m3'}","Description
Hauteur ajustable : Non
Système à pompe : Non","['https://images.easyrea.com/images/produits/157165A/157165A_0.jpg', 'https://images.easyrea.com/images/produits/157165A/157165A.jpg', 'https://easyrea.com/assets/img/empty.svg']"
MAXON BAR CHAIR WHITE PP,157165B  |  3560238338506,"€22.06
HT",In stock,https://images.easyrea.com/images/produits/157165B/157165B.jpg,"{'Circle of life': 'PERMANENT', 'Color': 'Blanc', 'Assortment number': '0', 'Assortment details': 'BLANC', 'Product dimensions': 'L. 39,5 x P. 43 x H. 91,5 cm', 'Packing dimensions': ""Hauteur d'assise : H. 71,5 cm Repose-pieds : H. 30 cm"", 'Product Weight': '4.470 Kg', 'Material': 'BEECH/PP', 'Assembly': 'A monter soi-même', 'Packaging': 'HANGTAG LIVRET/STICKER IMPRIME T3 /MASTER BOITE KRAFT', 'Implantation': 'AU_SOL', 'Customs code': '9401800000', 'ECO MOB': '1.20 TTC', 'Gencod': '3560238338506'}","{'Plateform': 'Amiens', 'Packing (box/pack/pallet)': '4 / 1 / 48', 'Packing dimensions': '66.50 x 46.00 x 40.50 cm', 'Packing details dimensions': 'L.66.50 x l.46.00 x H.40.50 cm', 'Packing weight': '20.00 kg', 'Volume': '0.1239 m3'}","Description
Hauteur ajustable : Non
Système à pompe : Non","['https://images.easyrea.com/images/produits/157165B/157165B_0.jpg', 'https://images.easyrea.com/images/produits/157165B/157165B.jpg', 'https://easyrea.com/assets/img/empty.svg']"
MAXON BAR CHAIR KHAKI PP,157165C  |  3560238338513,"€22.06
HT",In arrival,https://images.easyrea.com/images/produits/157165C/157165C.jpg,"{'Circle of life': 'PERMANENT', 'Color': 'Vert Kaki', 'Assortment number': '0', 'Assortment details': 'KAKI', 'Product dimensions': 'L. 39,5 x P. 43 x H. 91,5 cm', 'Packing dimensions': ""Hauteur d'assise : H. 71,5 cm Repose-pieds : H. 30 cm"", 'Product Weight': '4.470 Kg', 'Material': 'BEECH/PP', 'Assembly': 'A monter soi-même', 'Packaging': 'HANGTAG LIVRET/STICKER IMPRIME T3 /MASTER BOITE KRAFT', 'Implantation': 'AU_SOL', 'Customs code': '9401800000', 'ECO MOB': '1.20 TTC', 'Gencod': '3560238338513'}","{'Plateform': 'Amiens', 'Packing (box/pack/pallet)': '4 / 1 / 48', 'Packing dimensions': '66.50 x 46.00 x 40.50 cm', 'Packing details dimensions': 'L.66.50 x l.46.00 x H.40.50 cm', 'Packing weight': '20.00 kg', 'Volume': '0.1239 m3'}","Description
Hauteur ajustable : Non
Système à pompe : Non","['https://images.easyrea.com/images/produits/157165C/157165C_0.jpg', 'https://images.easyrea.com/images/produits/157165C/157165C.jpg', 'https://easyrea.com/assets/img/empty.svg']"
MAXON BAR CHAIR BLACK PP,157165D  |  3560238678176,"€22.06
HT",In stock,https://images.easyrea.com/images/produits/157165D/157165D.jpg,"{'Circle of life': 'PERMANENT', 'Color': 'Noir', 'Assortment number': '0', 'Assortment details': 'NOIR', 'Product dimensions': 'L. 39,5 x P. 43 x H. 91,5 cm', 'Packing dimensions': ""Hauteur d'assise : H. 71,5 cm Repose-pieds : H. 30 cm"", 'Product Weight': '4.470 Kg', 'Material': 'BEECH/PP', 'Assembly': 'A monter soi-même', 'Packaging': 'HANGTAG LIVRET/STICKER IMPRIME T3 /MASTER BOITE KRAFT', 'Implantation': 'AU_SOL', 'Customs code': '9401800000', 'ECO MOB': '1.20 TTC', 'Gencod': '3560238678176'}","{'Plateform': 'Amiens', 'Packing (box/pack/pallet)': '4 / 1 / 48', 'Packing dimensions': '66.50 x 46.00 x 40.50 cm', 'Packing details dimensions': 'L.66.50 x l.46.00 x H.40.50 cm', 'Packing weight': '20.10 kg', 'Volume': '0.1239 m3'}","Description
Hauteur ajustable : Non
Système à pompe : Non","['https://images.easyrea.com/images/produits/157165D/157165D_0.jpg', 'https://images.easyrea.com/images/produits/157165D/157165D_1.jpg', 'https://images.easyrea.com/images/produits/157165D/157165D_2.jpg', 'https://images.easyrea.com/images/produits/157165D/157165D_3.jpg', 'https://images.easyrea.com/images/produits/157165D/157165D.jpg']"
MAXON BAR CHAIR OCHRE PP,157165E  |  3560232704666,"€22.06
HT",In stock,https://images.easyrea.com/images/produits/157165E/157165E.jpg,"{'Circle of life': 'PERMANENT', 'Color': 'Ocre', 'Assortment number': '0', 'Assortment details': 'OCRE', 'Product dimensions': 'L. 39,5 x P. 43 x H. 91,5 cm', 'Packing dimensions': ""Hauteur d'assise : H. 71,5 cm Repose-pieds : H. 30 cm"", 'Product Weight': '4.470 Kg', 'Material': 'PP/BEECH', 'Assembly': 'A monter soi-même', 'Packaging': 'MASTER BOITE KRAFT/STICKER IMPRIME T3 /HANGTAG LIVRET', 'Implantation': 'AU_SOL', 'Customs code': '9401610000', 'ECO MOB': '1.20 TTC', 'Gencod': '3560232704666'}","{'Plateform': 'Amiens', 'Packing (box/pack/pallet)': '4 / 1 / 48', 'Packing dimensions': '66.50 x 46.00 x 40.50 cm', 'Packing details dimensions': 'L.66.50 x l.46.00 x H.40.50 cm', 'Packing weight': '19.20 kg', 'Volume': '0.1239 m3'}","Description
Hauteur ajustable : Non
Système à pompe : Non
Repose-pieds : Oui (H. 30)","['https://images.easyrea.com/images/produits/157165E/157165E_0.jpg', 'https://images.easyrea.com/images/produits/157165E/157165E_1.jpg', 'https://images.easyrea.com/images/produits/157165E/157165E_2.jpg', 'https://images.easyrea.com/images/produits/157165E/157165E_3.jpg', 'https://images.easyrea.com/images/produits/157165E/157165E.jpg']"
MAXON BAR CHAIR TERRACOTTA PP,157165G  |  3560232704741,"€22.06
HT",In stock,https://images.easyrea.com/images/produits/157165G/157165G.jpg,"{'Circle of life': 'PERMANENT', 'Color': 'Terracotta', 'Assortment number': '0', 'Assortment details': 'TERRACOTTA', 'Product dimensions': 'L. 39,5 x P. 43 x H. 91,5 cm', 'Packing dimensions': ""Hauteur d'assise : H. 71,5 cm Repose-pieds : H. 30 cm"", 'Product Weight': '4.470 Kg', 'Material': 'PP/BEECH', 'Assembly': 'A monter soi-même', 'Packaging': 'MASTER BOITE KRAFT/STICKER IMPRIME T3 /HANGTAG LIVRET', 'Implantation': 'AU_SOL', 'Customs code': '9401610000', 'ECO MOB': '1.20 TTC', 'Gencod': '3560232704741'}","{'Plateform': 'Amiens', 'Packing (box/pack/pallet)': '4 / 1 / 48', 'Packing dimensions': '66.50 x 46.00 x 40.50 cm', 'Packing details dimensions': 'L.66.50 x l.46.00 x H.40.50 cm', 'Packing weight': '19.00 kg', 'Volume': '0.1239 m3'}","Description
Hauteur ajustable : Non
Système à pompe : Non
Repose-pieds : Oui (H. 30)","['https://images.easyrea.com/images/produits/157165G/157165G_0.jpg', 'https://images.easyrea.com/images/produits/157165G/157165G_1.jpg', 'https://images.easyrea.com/images/produits/157165G/157165G_2.jpg', 'https://images.easyrea.com/images/produits/157165G/157165G_3.jpg', 'https://images.easyrea.com/images/produits/157165G/157165G.jpg']"
KARA BAR CHAIR GREY VELVET,184916A  |  3560231550301,"€38.59
HT",In stock,https://images.easyrea.com/images/produits/184916A/184916A.jpg,"{'Circle of life': 'PERMANENT', 'Color': 'Gris Ardoise', 'Assortment number': '1', 'Assortment details': 'GRIS ARDOISE', 'Product dimensions': 'L. 49 x P. 58,5 x H. 110 cm', 'Packing dimensions': 'Hauteur assise : 76 cm', 'Product Weight': '8.000 Kg', 'Material': 'FER/CONTREPLAQUE_E1/MOUSSE_PU', 'Assembly': 'A monter soi-même', 'Packaging': 'STICKER IMPRIME/HANGTAG LIVRET/MASTER BOITE KRAFT', 'Implantation': 'AU_SOL', 'Customs code': '9401610000', 'ECO MOB': '2.60 TTC', 'Gencod': '3560231550301'}","{'Plateform': 'Amiens', 'Packing (box/pack/pallet)': '2 / 1 / 12', 'Packing dimensions': '73.00 x 70.80 x 49.50 cm', 'Packing details dimensions': 'L.73.00 x l.70.80 x H.49.50 cm', 'Packing weight': '16.10 kg', 'Volume': '0.2558 m3'}","Description
Hauteur ajustable : NON
Repose-pieds : H.29 cm","['https://images.easyrea.com/images/produits/184916A/184916A_0.jpg', 'https://images.easyrea.com/images/produits/184916A/184916A_1.jpg', 'https://images.easyrea.com/images/produits/184916A/184916A.jpg']"
KARA BAR CHAIR TEAL VELVET,184916B  |  3560231550318,"€38.59
HT",In stock,https://images.easyrea.com/images/produits/184916B/184916B.jpg,"{'Circle of life': 'PERMANENT', 'Color': 'Bleu Canard', 'Assortment number': '1', 'Assortment details': 'BLEU CANARD', 'Product dimensions': 'L. 49 x P. 58,5 x H. 110 cm', 'Packing dimensions': 'Hauteur assise : 76 cm', 'Product Weight': '8.000 Kg', 'Material': 'FER/CONTREPLAQUE_E1/MOUSSE_PU', 'Assembly': 'A monter soi-même', 'Packaging': 'STICKER IMPRIME/HANGTAG LIVRET/MASTER BOITE KRAFT', 'Customs code': '9401610000', 'ECO MOB': '2.60 TTC', 'Gencod': '3560231550318'}","{'Plateform': 'Amiens', 'Packing (box/pack/pallet)': '2 / 1 / 12', 'Packing dimensions': '73.00 x 68.00 x 42.00 cm', 'Packing details dimensions': 'L.73.00 x l.68.00 x H.42.00 cm', 'Packing weight': '16.10 kg', 'Volume': '0.2085 m3'}","Description
Hauteur ajustable : NON
Repose-pieds : H.29 cm","['https://images.easyrea.com/images/produits/184916B/184916B_0.jpg', 'https://images.easyrea.com/images/produits/184916B/184916B_1.jpg', 'https://images.easyrea.com/images/produits/184916B/184916B.jpg']"
CÉLESTE BAR CHAIR GREY WITH BLACK LEGS,185106A  |  3560231650605,"€55.13
HT",In stock,https://images.easyrea.com/images/produits/185106A/185106A.jpg,"{'Circle of life': 'PERMANENT', 'Color': 'Gris', 'Assortment number': '1', 'Assortment details': 'GRIS', 'Product dimensions': 'L. 48 x P. 56 x H. 106 cm', 'Packing dimensions': 'Hauteur assise : 77 cm', 'Product Weight': '6.300 Kg', 'Material': 'FER/CONTREPLAQUE_E1', 'Assembly': 'A monter soi-même', 'Packaging': 'STICKER IMPRIME/HANGTAG LIVRET/MASTER BOITE KRAFT', 'Implantation': 'AU_SOL', 'Customs code': '9401710000', 'ECO MOB': '1.80 TTC', 'Gencod': '3560231650605'}","{'Plateform': 'Amiens', 'Packing (box/pack/pallet)': '2 / 1 / 10', 'Packing dimensions': '72.00 x 66.00 x 49.00 cm', 'Packing details dimensions': 'L.72.00 x l.66.00 x H.49.00 cm', 'Packing weight': '14.60 kg', 'Volume': '0.2328 m3'}","Description
Hauteur ajustable : NON
Système à pompe : NON
Repose-pieds : OUI 30 cm","['https://images.easyrea.com/images/produits/185106A/185106A_0.jpg', 'https://images.easyrea.com/images/produits/185106A/185106A_1.jpg', 'https://images.easyrea.com/images/produits/185106A/185106A.jpg']"
CÉLESTE BAR CHAIR JADE GREEN WITH BLACK LEGS,185106B  |  3560231650629,"€55.13
HT",In stock,https://images.easyrea.com/images/produits/185106B/185106B.jpg,"{'Circle of life': 'PERMANENT', 'Color': 'Vert Jade', 'Assortment number': '1', 'Assortment details': 'JADE', 'Product dimensions': 'L. 48 x P. 56 x H. 106 cm', 'Packing dimensions': 'Hauteur assise : 77 cm', 'Product Weight': '6.300 Kg', 'Material': 'FER/CONTREPLAQUE_E1', 'Assembly': 'A monter soi-même', 'Packaging': 'STICKER IMPRIME/HANGTAG LIVRET/MASTER BOITE KRAFT', 'Implantation': 'AU_SOL', 'Customs code': '9401710000', 'ECO MOB': '1.80 TTC', 'Gencod': '3560231650629'}","{'Plateform': 'Amiens', 'Packing (box/pack/pallet)': '2 / 1 / 10', 'Packing dimensions': '72.00 x 69.00 x 49.00 cm', 'Packing details dimensions': 'L.72.00 x l.69.00 x H.49.00 cm', 'Packing weight': '14.60 kg', 'Volume': '0.2434 m3'}","Description
Hauteur ajustable : NON
Système à pompe : NON
Repose-pieds : OUI 30 cm","['https://images.easyrea.com/images/produits/185106B/185106B_0.jpg', 'https://images.easyrea.com/images/produits/185106B/185106B_1.jpg', 'https://images.easyrea.com/images/produits/185106B/185106B.jpg']"
