EVAN ARMCHAIR BLACK VELVET,157066A  |  3560238332146,"€60.64
HT",In stock,https://images.easyrea.com/images/produits/157066A/157066A.jpg,"{'Circle of life': 'PERMANENT', 'Color': 'Noir', 'Assortment number': '0', 'Assortment details': 'NOIR', 'Product dimensions': 'L. 76 x P. 67 x H. 73 cm', 'Packing dimensions': ""Hauteur d'assise : 42 cm"", 'Product Weight': '7.500 Kg', 'Material': 'STEEL/PLYWOOD', 'Assembly': 'A monter soi-même', 'Packaging': 'STICKER IMPRIME/HANGTAG LIVRET', 'Implantation': 'AU_SOL', 'Customs code': '9401710000', 'ECO MOB': '2.60 TTC', 'Gencod': '3560238332146'}","{'Plateform': 'Amiens', 'Packing (box/pack/pallet)': '1 / 1 / 9', 'Packing dimensions': '76.00 x 66.00 x 48.00 cm', 'Packing details dimensions': 'L.76.00 x l.66.00 x H.48.00 cm', 'Packing weight': '10.00 kg', 'Volume': '0.2408 m3'}","Description
Collection: Blush living
Tissu déhoussable : Non
Pliable : Non
Empilable : Non","['https://images.easyrea.com/images/produits/157066A/157066A_0.jpg', 'https://images.easyrea.com/images/produits/157066A/157066A.jpg', 'https://easyrea.com/assets/img/empty.svg']"
EVAN ARMCHAIR TEAL VELVET,157066B  |  3560238332139,"€60.64
HT",In stock,https://images.easyrea.com/images/produits/157066B/157066B.jpg,"{'Circle of life': 'PERMANENT', 'Color': 'Bleu', 'Assortment number': '0', 'Assortment details': 'BLEU CANARD', 'Product dimensions': 'L. 76 x P. 67 x H. 73 cm', 'Packing dimensions': ""Hauteur d'assise : 42 cm"", 'Product Weight': '7.500 Kg', 'Material': 'STEEL/PLYWOOD', 'Assembly': 'A monter soi-même', 'Packaging': 'STICKER IMPRIME/HANGTAG LIVRET', 'Implantation': 'AU_SOL', 'Customs code': '9401710000', 'ECO MOB': '2.60 TTC', 'Gencod': '3560238332139'}","{'Plateform': 'Amiens', 'Packing (box/pack/pallet)': '1 / 1 / 9', 'Packing dimensions': '76.00 x 66.00 x 48.00 cm', 'Packing details dimensions': 'L.76.00 x l.66.00 x H.48.00 cm', 'Packing weight': '10.00 kg', 'Volume': '0.2408 m3'}","Description
Collection: Blush living
Tissu déhoussable : Non
Pliable : Non
Empilable : Non","['https://images.easyrea.com/images/produits/157066B/157066B_0.jpg', 'https://images.easyrea.com/images/produits/157066B/157066B.jpg', 'https://easyrea.com/assets/img/empty.svg']"
EVAN ARMCHAIR AMBER VELVET,157066D  |  3560237555966,"€60.64
HT",In stock,https://images.easyrea.com/images/produits/157066D/157066D.jpg,"{'Circle of life': 'PERMANENT', 'Color': 'Ambre', 'Assortment number': '0', 'Assortment details': 'AMBRE', 'Product dimensions': 'L. 76 x P. 67 x H. 73 cm', 'Packing dimensions': ""Hauteur d'assise : 42 cm"", 'Product Weight': '7.500 Kg', 'Material': 'STEEL/PLYWOOD', 'Assembly': 'A monter soi-même', 'Packaging': 'STICKER IMPRIME/HANGTAG LIVRET', 'Implantation': 'AU_SOL', 'Customs code': '9401710000', 'ECO MOB': '2.60 TTC', 'Gencod': '3560237555966'}","{'Plateform': 'Amiens', 'Packing (box/pack/pallet)': '1 / 1 / 9', 'Packing dimensions': '76.00 x 66.00 x 48.00 cm', 'Packing details dimensions': 'L.76.00 x l.66.00 x H.48.00 cm', 'Packing weight': '9.50 kg', 'Volume': '0.2408 m3'}","Description
Collection: Fresh vibes
Tissu déhoussable : Non
Pliable : Non
Empilable : Non","['https://images.easyrea.com/images/produits/157066D/157066D_0.jpg', 'https://images.easyrea.com/images/produits/157066D/157066D.jpg', 'https://easyrea.com/assets/img/empty.svg']"
EVAN OCHRE VELVET ARMCHAIR BLACK LEGS,157066E  |  3560232705069,"€60.64
HT",In stock,https://images.easyrea.com/images/produits/157066E/157066E.jpg,"{'Circle of life': 'PERMANENT', 'Color': 'Ocre', 'Assortment number': '0', 'Assortment details': 'OCRE', 'Product dimensions': 'L. 76 x P. 67 x H. 73 cm', 'Packing dimensions': ""Hauteur d'assise : 42 cm"", 'Product Weight': '7.500 Kg', 'Material': 'STEEL/PLYWOODE1', 'Assembly': 'A monter soi-même', 'Packaging': 'STICKER IMPRIME/HANGTAG LIVRET', 'Implantation': 'AU_SOL', 'Customs code': '9401710000', 'ECO MOB': '2.60 TTC', 'Gencod': '3560232705069'}","{'Plateform': 'Amiens', 'Packing (box/pack/pallet)': '1 / 1 / 9', 'Packing dimensions': '76.00 x 66.00 x 48.00 cm', 'Packing details dimensions': 'L.76.00 x l.66.00 x H.48.00 cm', 'Packing weight': '9.50 kg', 'Volume': '0.2408 m3'}","Description
Tissu déhoussable : OUI (coussin)
Pliable : Non
Empilable : Non","['https://images.easyrea.com/images/produits/157066E/157066E_0.jpg', 'https://images.easyrea.com/images/produits/157066E/157066E_1.jpg', 'https://images.easyrea.com/images/produits/157066E/157066E_2.jpg', 'https://images.easyrea.com/images/produits/157066E/157066E_3.jpg', 'https://images.easyrea.com/images/produits/157066E/157066E.jpg']"
NAOVA ARMCHAIR WOOD LEGS CUMIN VELVET,156949D  |  3560231549800,"€82.69
HT",In stock,https://images.easyrea.com/images/produits/156949D/156949D.jpg,"{'Circle of life': 'PERMANENT', 'Color': 'Ocre', 'Assortment number': '0', 'Assortment details': 'JAUNE CUMIN', 'Product dimensions': 'L. 78 x P. 72 x H. 71 cm', 'Packing dimensions': 'Hauteur assise : H. 44 cm', 'Product Weight': '10.000 Kg', 'Material': 'PLYWOODE1/PINE', 'Assembly': 'A monter soi-même', 'Packaging': 'STICKER IMPRIME/HANGTAG LIVRET', 'Implantation': 'AU_SOL', 'Customs code': '9401610000', 'ECO MOB': '2.60 TTC', 'Gencod': '3560231549800'}","{'Plateform': 'Amiens', 'Packing (box/pack/pallet)': '1 / 1 / 6', 'Packing dimensions': '78.00 x 68.00 x 58.00 cm', 'Packing details dimensions': 'L.78.00 x l.68.00 x H.58.00 cm', 'Packing weight': '12.90 kg', 'Volume': '0.3076 m3'}","Description
Tissu déhoussable : NON","['https://images.easyrea.com/images/produits/156949D/156949D_0.jpg', 'https://images.easyrea.com/images/produits/156949D/156949D_1.jpg', 'https://images.easyrea.com/images/produits/156949D/156949D_2.jpg', 'https://images.easyrea.com/images/produits/156949D/156949D.jpg']"
NAOVA ARMCHAIR WOOD LEGS TERRACOTTA VELVET,156949E  |  3560231549893,"€82.69
HT",In stock,https://images.easyrea.com/images/produits/156949E/156949E.jpg,"{'Circle of life': 'PERMANENT', 'Color': 'Terracotta', 'Assortment number': '0', 'Assortment details': 'TERRACOTTA', 'Product dimensions': 'L. 78 x P. 72 x H. 71 cm', 'Packing dimensions': 'Hauteur assise : H. 44 cm', 'Product Weight': '10.000 Kg', 'Material': 'PLYWOODE1/PINE', 'Assembly': 'A monter soi-même', 'Packaging': 'STICKER IMPRIME T3 /HANGTAG LIVRET/MASTER BOITE KRAFT', 'Implantation': 'AU_SOL', 'Customs code': '9401610000', 'ECO MOB': '2.60 TTC', 'Gencod': '3560231549893'}","{'Plateform': 'Amiens', 'Packing (box/pack/pallet)': '1 / 1 / 6', 'Packing dimensions': '78.00 x 68.00 x 58.00 cm', 'Packing details dimensions': 'L.78.00 x l.68.00 x H.58.00 cm', 'Packing weight': '12.90 kg', 'Volume': '0.3076 m3'}","Description
Tissu déhoussable : NON","['https://images.easyrea.com/images/produits/156949E/156949E_0.jpg', 'https://images.easyrea.com/images/produits/156949E/156949E_1.jpg', 'https://images.easyrea.com/images/produits/156949E/156949E_2.jpg', 'https://images.easyrea.com/images/produits/156949E/156949E.jpg']"
NAOVA VELVET ARMCHAIR WITH GREY WOODEN LEGS,185079A  |  3560231645724,"€82.69
HT",In stock,https://images.easyrea.com/images/produits/185079A/185079A.jpg,"{'Circle of life': 'PERMANENT', 'Color': 'Gris', 'Assortment number': '0', 'Assortment details': 'GRIS', 'Product dimensions': 'L. 78 x P. 72 x H. 71 cm', 'Packing dimensions': 'Hauteur assise : 44 cm', 'Product Weight': '10.000 Kg', 'Material': 'PINE/PLYWOODE1', 'Assembly': 'A monter soi-même', 'Packaging': 'MASTER BOITE KRAFT/STICKER IMPRIME/HANGTAG', 'Implantation': 'AU_SOL', 'Customs code': '9401610000', 'ECO MOB': '2.60 TTC', 'Gencod': '3560231645724'}","{'Plateform': 'Amiens', 'Packing (box/pack/pallet)': '1 / 1 / 5', 'Packing dimensions': '78.00 x 68.00 x 58.00 cm', 'Packing details dimensions': 'L.78.00 x l.68.00 x H.58.00 cm', 'Packing weight': '12.50 kg', 'Volume': '0.3076 m3'}",,"['https://images.easyrea.com/images/produits/185079A/185079A_0.jpg', 'https://images.easyrea.com/images/produits/185079A/185079A_1.jpg', 'https://images.easyrea.com/images/produits/185079A/185079A.jpg']"
NAOVA VELVET ARMCHAIR WITH CELADON WOODEN LEGS,185079B  |  3560231645748,"€82.69
HT",In arrival,https://images.easyrea.com/images/produits/185079B/185079B.jpg,"{'Circle of life': 'PERMANENT', 'Color': 'Vert Céladon', 'Assortment number': '0', 'Assortment details': 'CELADON', 'Product dimensions': 'L. 78 x P. 72 x H. 71 cm', 'Packing dimensions': 'Hauteur assise : 44 cm', 'Product Weight': '10.000 Kg', 'Material': 'PINE/PLYWOODE1', 'Assembly': 'A monter soi-même', 'Packaging': 'MASTER BOITE KRAFT/STICKER IMPRIME/HANGTAG', 'Implantation': 'AU_SOL', 'Customs code': '9401610000', 'ECO MOB': '2.60 TTC', 'Gencod': '3560231645748'}","{'Plateform': 'Amiens', 'Packing (box/pack/pallet)': '1 / 1 / 5', 'Packing dimensions': '78.00 x 68.00 x 58.00 cm', 'Packing details dimensions': 'L.78.00 x l.68.00 x H.58.00 cm', 'Packing weight': '12.50 kg', 'Volume': '0.3076 m3'}",,"['https://images.easyrea.com/images/produits/185079B/185079B_0.jpg', 'https://images.easyrea.com/images/produits/185079B/185079B_1.jpg', 'https://images.easyrea.com/images/produits/185079B/185079B.jpg']"
NAOVA IVORY VELVET ARMCHAIR WITH GOLD LEGS,185080A  |  3560231645762,"€93.72
HT",In stock,https://images.easyrea.com/images/produits/185080A/185080A.jpg,"{'Circle of life': 'PERMANENT', 'Color': 'Ivoire', 'Assortment number': '0', 'Assortment details': 'IVOIRE', 'Product dimensions': 'L. 78 x P. 72 x H. 71 cm', 'Packing dimensions': 'Hauteur assise : 44 cm', 'Product Weight': '10.000 Kg', 'Material': 'PINE/PLYWOODE1', 'Assembly': 'A monter soi-même', 'Packaging': 'MASTER BOITE KRAFT/STICKER IMPRIME/HANGTAG', 'Implantation': 'AU_SOL', 'Customs code': '9401610000', 'ECO MOB': '2.60 TTC', 'Gencod': '3560231645762'}","{'Plateform': 'Amiens', 'Packing (box/pack/pallet)': '1 / 1 / 6', 'Packing dimensions': '78.00 x 68.00 x 58.00 cm', 'Packing details dimensions': 'L.78.00 x l.68.00 x H.58.00 cm', 'Packing weight': '12.30 kg', 'Volume': '0.3076 m3'}","Description
Tissu déhoussable : NON
Pliable : NON
Empilable : NON
Coffre : NON","['https://images.easyrea.com/images/produits/185080A/185080A_0.jpg', 'https://images.easyrea.com/images/produits/185080A/185080A_1.jpg', 'https://images.easyrea.com/images/produits/185080A/185080A_2.jpg', 'https://images.easyrea.com/images/produits/185080A/185080A.jpg']"
NAOVA BLACK VELVET ARMCHAIR WITH GOLD LEGS,185080B  |  3560231645786,"€93.72
HT",In stock,https://images.easyrea.com/images/produits/185080B/185080B.jpg,"{'Circle of life': 'PERMANENT', 'Color': 'Noir', 'Assortment number': '0', 'Assortment details': 'NOIR', 'Product dimensions': 'L. 78 x P. 72 x H. 71 cm', 'Packing dimensions': 'Hauteur assise : 44 cm', 'Product Weight': '10.000 Kg', 'Material': 'PLYWOODE1/PINE', 'Assembly': 'A monter soi-même', 'Packaging': 'MASTER BOITE KRAFT/STICKER IMPRIME/HANGTAG', 'Implantation': 'AU_SOL', 'Customs code': '9401610000', 'ECO MOB': '2.60 TTC', 'Gencod': '3560231645786'}","{'Plateform': 'Amiens', 'Packing (box/pack/pallet)': '1 / 1 / 6', 'Packing dimensions': '78.00 x 68.00 x 58.00 cm', 'Packing details dimensions': 'L.78.00 x l.68.00 x H.58.00 cm', 'Packing weight': '12.30 kg', 'Volume': '0.3076 m3'}","Description
Tissu déhoussable : NON
Pliable : NON
Empilable : NON
Coffre : NON","['https://images.easyrea.com/images/produits/185080B/185080B_0.jpg', 'https://images.easyrea.com/images/produits/185080B/185080B_1.jpg', 'https://images.easyrea.com/images/produits/185080B/185080B_2.jpg', 'https://images.easyrea.com/images/produits/185080B/185080B.jpg']"
